series_game_number,game_id,period,game_clock,seconds_remaining,event_number,team,event_type,action_type,event_description,home_team,away_team,home_score,away_score,team_score,opponent_score,team_margin
4,0042500404,3,PT08M23.00S,503,435,SAS,Substitution,,SUB: Harper FOR Champagnie,NYK,SAS,59,81,81,59,22
4,0042500404,3,PT05M33.00S,333,460,NYK,Substitution,,SUB: Shamet FOR Anunoby,NYK,SAS,62,81,62,81,-19
4,0042500404,3,PT05M33.00S,333,461,NYK,Substitution,,SUB: Alvarado FOR Bridges,NYK,SAS,62,81,62,81,-19
4,0042500404,3,PT05M33.00S,333,462,SAS,Substitution,,SUB: Kornet FOR Wembanyama,NYK,SAS,62,81,81,62,19
4,0042500404,3,PT05M33.00S,333,463,SAS,Substitution,,SUB: Champagnie FOR Fox,NYK,SAS,62,81,81,62,19
4,0042500404,3,PT05M33.00S,333,464,SAS,Substitution,,SUB: Castle FOR Johnson,NYK,SAS,62,81,81,62,19
4,0042500404,3,PT04M35.00S,275,484,SAS,Substitution,,SUB: Wembanyama FOR Kornet,NYK,SAS,65,82,82,65,17
4,0042500404,3,PT04M10.00S,250,492,NYK,Substitution,,SUB: Anunoby FOR Hart,NYK,SAS,65,84,65,84,-19
4,0042500404,3,PT04M10.00S,250,493,NYK,Substitution,,SUB: Robinson FOR Towns,NYK,SAS,65,84,65,84,-19
4,0042500404,3,PT02M58.00S,178,508,NYK,Timeout,Regular,KNICKS Timeout: Regular (Full 3 Short 0),NYK,SAS,70,87,70,87,-17
4,0042500404,3,PT02M58.00S,178,509,NYK,Substitution,,SUB: Clarkson FOR Alvarado,NYK,SAS,70,87,70,87,-17
4,0042500404,3,PT02M58.00S,178,510,SAS,Substitution,,SUB: Fox FOR Harper,NYK,SAS,70,87,87,70,17
4,0042500404,3,PT00M33.00S,33,535,NYK,Substitution,,SUB: Towns FOR Robinson,NYK,SAS,75,90,75,90,-15
4,0042500404,3,PT00M33.00S,33,537,SAS,Substitution,,SUB: Harper FOR Castle,NYK,SAS,75,90,90,75,15
4,0042500404,4,PT11M46.00S,706,559,NYK,Timeout,Regular,KNICKS Timeout: Regular (Full 4 Short 0),NYK,SAS,75,90,75,90,-15
4,0042500404,4,PT10M37.00S,637,575,NYK,Substitution,,SUB: Bridges FOR McBride,NYK,SAS,75,93,75,93,-18
4,0042500404,4,PT09M46.00S,586,587,NYK,Substitution,,SUB: Towns FOR Shamet,NYK,SAS,75,93,75,93,-18
4,0042500404,4,PT09M46.00S,586,588,NYK,Substitution,,SUB: Alvarado FOR Robinson,NYK,SAS,75,93,75,93,-18
4,0042500404,4,PT09M46.00S,586,589,SAS,Substitution,,SUB: Castle FOR Harper,NYK,SAS,75,93,93,75,18
4,0042500404,4,PT08M59.00S,539,602,NYK,Substitution,,SUB: Hart FOR Anunoby,NYK,SAS,78,95,78,95,-17
4,0042500404,4,PT08M43.00S,523,608,SAS,Timeout,Regular,Spurs Timeout: Regular (Reg.4 Short 0),NYK,SAS,80,95,95,80,15
4,0042500404,4,PT08M43.00S,523,609,SAS,Substitution,,SUB: Harper FOR Fox,NYK,SAS,80,95,95,80,15
4,0042500404,4,PT08M43.00S,523,610,SAS,Substitution,,SUB: Vassell FOR Champagnie,NYK,SAS,80,95,95,80,15
4,0042500404,4,PT07M14.00S,434,627,SAS,Substitution,,SUB: Champagnie FOR Johnson,NYK,SAS,83,96,96,83,13
4,0042500404,4,PT07M14.00S,434,629,NYK,Substitution,,SUB: Anunoby FOR Bridges,NYK,SAS,83,96,83,96,-13
4,0042500404,4,PT06M24.00S,384,640,SAS,Substitution,,SUB: Fox FOR Harper,NYK,SAS,88,98,98,88,10
4,0042500404,4,PT04M32.00S,272,660,SAS,Timeout,Regular,Spurs Timeout: Regular (Reg.5 Short 0),NYK,SAS,95,99,99,95,4
4,0042500404,4,PT04M32.00S,272,661,SAS,Substitution,,SUB: Harper FOR Castle,NYK,SAS,95,99,99,95,4
4,0042500404,4,PT02M42.00S,162,674,SAS,Substitution,,SUB: Castle FOR Champagnie,NYK,SAS,100,104,104,100,4
4,0042500404,4,PT00M38.80S,39,692,NYK,Substitution,,SUB: Robinson FOR Towns,NYK,SAS,105,104,105,104,1
4,0042500404,4,PT00M38.80S,39,694,NYK,Substitution,,SUB: Shamet FOR Brunson,NYK,SAS,105,104,105,104,1
4,0042500404,4,PT00M38.80S,39,696,SAS,Timeout,Regular,Spurs Timeout: Regular (Reg.6 Short 0),NYK,SAS,105,104,104,105,-1
4,0042500404,4,PT00M30.30S,30,705,NYK,Substitution,,SUB: Towns FOR Alvarado,NYK,SAS,105,105,105,105,0
4,0042500404,4,PT00M30.30S,30,707,NYK,Timeout,Regular,KNICKS Timeout: Regular (Full 5 Short 0),NYK,SAS,105,106,105,106,-1
4,0042500404,4,PT00M30.30S,30,708,NYK,Substitution,,SUB: Brunson FOR Robinson,NYK,SAS,105,106,105,106,-1
4,0042500404,4,PT00M30.30S,30,709,NYK,Substitution,,SUB: Alvarado FOR Shamet,NYK,SAS,105,106,105,106,-1
4,0042500404,4,PT00M05.70S,6,720,NYK,Timeout,Regular,KNICKS Timeout: Regular (Full 6 Short 0),NYK,SAS,105,106,105,106,-1
4,0042500404,4,PT00M05.70S,6,721,NYK,Substitution,,SUB: Shamet FOR Hart,NYK,SAS,105,106,105,106,-1
4,0042500404,4,PT00M05.70S,6,722,NYK,Substitution,,SUB: Bridges FOR Alvarado,NYK,SAS,105,106,105,106,-1
4,0042500404,4,PT00M01.20S,1,728,SAS,Timeout,Regular,Spurs Timeout: Regular (Reg.7 Short 0),NYK,SAS,107,106,106,107,-1
4,0042500404,4,PT00M01.20S,1,729,NYK,Substitution,,SUB: Hart FOR Brunson,NYK,SAS,107,106,107,106,1
4,0042500404,4,PT00M01.20S,1,730,NYK,Substitution,,SUB: Robinson FOR Shamet,NYK,SAS,107,106,107,106,1
